=== xl/worksheets/sheet1.xml (Tipo de Cambio Diario) ===
Banco Central de Honduras			
Subgerencia de Estudios Económicos		
		
Precio Promedio del Dólar de los Estados Unidos de América		
Serie Diaria 2000-2026		
(Lempiras por US$1.00)		
Fecha	Compra 1/	Venta
Enero 2/	14.536666666666669	14.717142857142855				
36528	14.5	14.68				
36529	14.5	14.69				
36530	14.51	14.69				
36531	14.51	14.69				
36532	14.51	14.7				
36535	14.51	14.69				
36536	14.51	14.69				
36537	14.53	14.71				
36538	14.54	14.71				
36539	14.54	14.71				
36542	14.54	14.72				
36543	14.54	14.71				
36544	14.55	14.74				
36545	14.55	14.73				
36546	14.55	14.73				
36549	14.55	14.73				
36550	14.55	14.73				
36551	14.57	14.75				
36552	14.57	14.75				
36553	14.57	14.75				
36556	14.57	14.76				
Febrero 2/	14.611699999999995	14.786999999999999				
36557	14.57	14.75				
36558	14.59	14.77				
36559	14.59	14.77				
36560	14.6	14.77				
36563	14.6	14.77				
36564	14.6	14.78				
36565	14.62	14.79				
36566	14.616	14.792				
36567	14.616	14.7844				
36570	14.615500000000001	14.790900000000001				
36571	14.6166	14.7919				
36572	14.6173	14.7867				
36573	14.6174	14.7896				
36574	14.6174	14.8004				
36577	14.617699999999999	14.7949				
36578	14.617800000000001	14.7989				
36579	14.624000000000001	14.7989				
36580	14.625400000000001	14.7927				
36581	14.6244	14.799099999999999				
36584	14.6251	14.8033				
36585	14.6251	14.8033				
Marzo 2/	14.65286956521739	14.825239130434785				
36586	14.629099999999999	14.8019				
36587	14.6296	14.8				
36588	14.629799999999999	14.805300000000001				
36591	14.629799999999999	14.8157				
36592	14.630100000000001	14.802300000000001				
36593	14.6462	14.8216				
36594	14.6455	14.8232				
36595	14.6469	14.818899999999999				
36598	14.646699999999999	14.8241				
36599	14.6454	14.8172				
36600	14.655900000000001	14.8283				
36601	14.6577	14.828099999999999				
36602	14.657500000000001	14.830299999999999				
36605	14.657999999999999	14.8307				
36606	14.657	14.8218				
36607	14.664199999999999	14.838100000000001				
36608	14.6655	14.8291				
36609	14.6648	14.8375				
36612	14.6655	14.838699999999999				
36613	14.665800000000001	14.833299999999999				
36614	14.674899999999999	14.8429				
36615	14.6751	14.845700000000001				
36616	14.675000000000001	14.845800000000001						
Abril 2/	14.695300000000001	14.871600000000003				
36619	14.6753	14.85				
36620	14.675700000000001	14.850300000000001				
36621	14.686199999999999	14.8596				
36622	14.686500000000001	14.860900000000001				
36623	14.6861	14.8551				
36626	14.6867	14.866199999999999				
36627	14.6869	14.8649				
36628	14.696899999999999	14.8651				
36629	14.697900000000001	14.869899999999999				
36633	14.698	14.872999999999999				
36634	14.6982	14.869300000000001				
36635	14.6981	14.871				
36640	14.709	14.9129				
36641	14.7088	14.9095				
36642	14.7102	14.882999999999999				
36643	14.7095	14.8847				
36644	14.710100000000001	14.8718				
Mayo 2/	14.761239130434785	14.940004347826086				
36647	14.790100000000001	14.963900000000001				
36648	14.726900000000001	14.9085				
36649	14.727399999999999	14.905099999999999				
36650	14.727600000000001	14.908300000000001				
36651	14.7277	14.9025				
36654	14.728	14.902100000000001				
36655	14.750500000000001	14.9367				
36656	14.7539	14.9339				
36657	14.7463	14.9276				
36658	14.7544	14.9374				
36661	14.7547	14.9336				
36662	14.7691	14.9518				
36663	14.7677	14.9459				
36664	14.7676	14.946999999999999				
36665	14.7677	14.936299999999999				
36668	14.7681	14.9598				
36669	14.78	14.962300000000001				
36670	14.7797	14.9483				
36671	14.7803	14.9481				
36672	14.7805	14.966100000000001				
36675	14.7806	14.961499999999999				
36676	14.7897	14.973699999999999				
36677	14.79	14.9597				
Junio 2/	14.796886363636366	14.97148181818182				
36678	14.790100000000001	14.963900000000001				
36679	14.7904	14.9605				
36682	14.7903	14.9726				
36683	14.7902	14.9725				
36684	14.7903	14.9687				
36685	14.790699999999999	14.9621				
36686	14.790800000000001	14.964499999999999				
36689	14.791	14.963699999999999				
36690	14.789400000000001	14.963100000000001				
36691	14.7898	14.9573				
36692	14.7898	14.9642				
36693	14.7902	14.965199999999999				
36696	14.7902	14.972799999999999				
36697	14.7973	14.967000000000001				
36698	14.797800000000001	14.9688				
36699	14.797700000000001	14.9719				
36700	14.797800000000001	14.967499999999999				
36703	14.7951	14.9703				
36704	14.8172	14.989699999999999				
36705	14.820600000000001	15.0015				
36706	14.82	14.9917				
36707	14.8148	14.9931				
Julio 2/	14.84987619047619	15.027819047619047				
36710	14.8154	14.9907				
36711	14.8606	15.026199999999999				
36712	14.833299999999999	15.0334				
36713	14.833399999999999	15.019600000000001				
36714	14.8337	15.0108				
36717	14.833600000000001	15.0099				
36718	14.8416	15.018700000000001				
36719	14.841799999999999	15.0146				
36720	14.84	15.022500000000001				
36721	14.841799999999999	15.0129				
36724	14.841699999999999	15.02				
36725	14.8529	15.0322				
36726	14.8538	15.028				
36727	14.8536	15.0242				
36728	14.853400000000001	15.04				
36731	14.853999999999999	15.0304				
36732	14.8729	15.046900000000001				
36733	14.8721	15.0517				
36734	14.873200000000001	15.0511				
36735	14.871700000000001	15.045				
36738	14.8729	15.055400000000001				
Agosto 2/	14.910673913043475	15.080834782608695				
36739	14.88	15.0555				
36740	14.881500000000001	15.0626				
36741	14.8811	15.051500000000001				
36742	14.8819	15.058199999999999				
36745	14.8818	15.059200000000001				
36746	14.900399999999999	15.0543				
36747	14.9009	15.053800000000001				
36748	14.900499999999999	15.067				
36749	14.8969	15.0694				
36752	14.901300000000001	15.075200000000001				
36753	14.9192	15.087400000000001				
36754	14.9201	15.0939				
36755	14.9192	15.0907				
36756	14.920199999999999	15.087199999999999				
36759	14.920400000000001	15.1035				
36760	14.922800000000001	15.1052				
36761	14.9155	15.0946				
36762	14.9224	15.0944				
36763	14.927300000000001	15.0913				
36766	14.928000000000001	15.0984				
36767	14.9413	15.097099999999999				
36768	14.941599999999999	15.105600000000001				
36769	14.9412	15.103199999999999				
Septiembre 2/	14.979130000000001	15.154284999999998				
36770	14.9419	15.1104				
36773	14.941800000000001	15.1121				
36774	14.9595	15.132300000000001				
36775	14.9604	15.1303				
36776	14.9605	15.1289				
36777	14.959	15.138299999999999				
36780	14.960900000000001	15.1389				
36781	14.972300000000001	15.1493				
36782	14.9739	15.146000000000001				
36783	14.973000000000001	15.1503				
36787	14.973699999999999	15.1503				
36788	14.9735	15.1532				
36789	14.999599999999999	15.1492				
36790	14.9999	15.1729				
36791	14.9979	15.178900000000001				
36794	15	15.1873				
36795	15.0001	15.1844				
36796	15.0105	15.1921				
36797	15.010199999999999	15.1898				
36798	15.013999999999999	15.190799999999999				
Octubre 2/	15.032550000000001	15.212450000000004				
36801	15.0146	15.2029				
36803	15.014699999999999	15.173299999999999				
36804	15.0143	15.1822				
36805	15.016	15.18				
36808	15.016299999999999	15.1799				
36809	15.0166	15.190799999999999				
36810	15.0167	15.2013				
36812	15.0299	15.214700000000001				
36815	15.030200000000001	15.214				
36816	15.030200000000001	15.207700000000001				
36817	15.0288	15.2141				
